tipoProducto,codigoDncp,nombre,estado,codigo,mapa,clasificadorProducto,subclasificadorProducto,concentracion,formaFarmaceutica,presentacion,codigoGrupoFarmacologico,nombreGrupoFarmacologico,codigoSubgrupoFarmacologico,nombreSubgrupoFarmacologico,tipoAdquisicion,id
"MEDICAMENTO","","DIGOXINA","HABILITADO","3272","false","","","0,5 MG / 2ML _","INYECTABLE","AMPOLLA X 2 ML","","","","","DONACION","47649",
"MEDICAMENTO","","DOMPERIDONA","HABILITADO","3273","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","10 MG / ML __","LIQUIDO ORAL","FRASCO GOTERO","A","TRACTO ALIMENTARIO Y METABOLISMO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","LISTADO BASICO","47650",
"MEDICAMENTO","","AMOXICILINA","DESHABILITADO","3277","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO"," 500 MG  __","SUSPENSION","FRASCO","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47651",
"MEDICAMENTO","","RIFAMICINA","HABILITADO","3278","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIMICOBATERIAS (TUBERCULOSIS Y LEPRA)","100 MG/5 ML __","LIQUIDO ORAL","FRASCO","J","ANTIINFECCIOSOS PARA USO SISTEMICO","4","MEDICAMENTO -ANTIMICOBATERIAS (TUBERCULOSIS Y LEPRA)","LISTADO BASICO","47652",
"MEDICAMENTO","","ALCOHOL SOLUCION","HABILITADO","3283","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","85 %","NO SE APLICA","FRASCO X 1000 ML","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47653",
"MEDICAMENTO","","BENZALCONIO CLORURO S/ NITRITO","DESHABILITADO","3304","false","","","100 MG _","SOLUCION","FCO. INCOL. PEAD X 1 L","","","","","DONACION","47654",
"MEDICAMENTO","51201801-004","GAMMAGLOBULINA HUMANA","DESHABILITADO","3306","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -SUEROS INMUNES E INMUNOGLOBULINAS","5 G __","INYECTABLE","FCO. AMPOLLA X 100 ML","J","ANTIINFECCIOSOS PARA USO SISTEMICO","6","MEDICAMENTO -SUEROS INMUNES E INMUNOGLOBULINAS","LISTADO BASICO","47655",
"MEDICAMENTO","","LEVOFLOXACINA","HABILITADO","3314","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO"," 500 MG  __","INYECTABLE","AMPOLLA X 20 ML","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47656",
"MEDICAMENTO","","CLARITROMICINA","HABILITADO","3315","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO"," 500 MG  __","COMPRIMIDO","BLISTER X 8","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47657",
"MEDICAMENTO","","AMINOFILINA","DESHABILITADO","3316","false","","","250 MG __","INYECTABLE","AMPOLLA X 10 ML","","","","","DONACION","47658",
"MEDICAMENTO","","FUROSEMIDA","HABILITADO","3317","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -DIURÉTICOS","40 MG __","COMPRIMIDO","BLISTER X 6","C","SISTEMA CARDIOVASCULAR","3","MEDICAMENTO -DIURÉTICOS","LISTADO BASICO","47659",
"MEDICAMENTO","","RANITIDINA","HABILITADO","3318","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES PARA EL TRATAMIENTO DE ALTERACIONES CAUSADAS POR ÁCIDOS","150 MG __","COMPRIMIDO","BLISTER X 5","A","TRACTO ALIMENTARIO Y METABOLISMO","2","MEDICAMENTO -AGENTES PARA EL TRATAMIENTO DE ALTERACIONES CAUSADAS POR ÁCIDOS","LISTADO BASICO","47660",
"MEDICAMENTO","","ATRACURIO BESILATO","DESHABILITADO","3319","false","SISTEMA MUSCULOESQUELETICO","MEDICAMENTO -RELAJANTES MUSCULARES","50 MG/ML __","INYECTABLE","AMPOLLA","M","SISTEMA MUSCULOESQUELETICO","3","MEDICAMENTO -RELAJANTES MUSCULARES","LISTADO BASICO","47661",
"MEDICAMENTO","51191601-003","SOLUCION DEXTROSA","HABILITADO","3320","false","","","5 % _","INYECTABLE","AMPOLLA X 20 ML","","","","","DONACION","47662",
"MEDICAMENTO","51161508-004","SALBUTAMOL","HABILITADO","3321","false","","","4 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47663",
"MEDICAMENTO","","IODOPOVIDONA","HABILITADO","3322","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","10 G / 100 ML _","SOLUCION","FCO. OSC. PEAD X 250 ML","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47664",
"MEDICAMENTO","51102702-001","AGUA DESTILADA ESTERIL","HABILITADO","3323","false","","","","INYECTABLE","AMPOLLA X 3 ML","","","","","DONACION","47665",
"MEDICAMENTO","","SULFATO DE MAGNESIO","HABILITADO","3324","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","50% (0,5 G / 1 ML) __","INYECTABLE","AMPOLLA X 20 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47666",
"MEDICAMENTO","","GEMCITABINA","HABILITADO","3326","false","","","1 GR _","INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47667",
"MEDICAMENTO","","AMOXICILINA+SULBACTAM","DESHABILITADO","3327","false","","","500 MG + 250 MG _","INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47668",
"MEDICAMENTO","51142235-002","TRAMADOL CLORHIDRATO","HABILITADO","3328","false","","","50 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47669",
"MEDICAMENTO","51142108-005","KETOPROFENO","HABILITADO","3330","false","","","100 MG _","INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47670",
"MEDICAMENTO","51142108-005","KETOPROFENO","HABILITADO","3331","false","","","100 MG / 2 ML _","INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47671",
"MEDICAMENTO","51101591-001","VANCOMICINA","HABILITADO","3332","false","","","500 MG __","INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47672",
"MEDICAMENTO","","COMPLEJO B1,B6,B12","HABILITADO","3333","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -VITAMINAS","","INYECTABLE","AMPOLLA X 3 ML","A","TRACTO ALIMENTARIO Y METABOLISMO","11","MEDICAMENTO -VITAMINAS","LISTADO BASICO","47673",
"MEDICAMENTO","51191601-001","SOLUCION DEXTROSA HIPERTONICA","HABILITADO","3334","false","","","33 %","INYECTABLE","AMPOLLA X 20 ML","","","","","DONACION","47674",
"MEDICAMENTO","","PARACETAMOL (ACETAMINOFENO)","HABILITADO","3335","false","SISTEMA NERVIOSO","MEDICAMENTO -ANALGÉSICOS","1000 MG __","COMPRIMIDO","BLISTER X 10","N","SISTEMA NERVIOSO","2","MEDICAMENTO -ANALGÉSICOS","LISTADO BASICO","47675",
"MEDICAMENTO","51141531-001","ACIDO VALPROICO O VALPROATO SODICO","HABILITADO","3337","false","","","125 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47676",
"MEDICAMENTO","51102301-004","ACICLOVIR","HABILITADO","3338","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","250 MG/ML __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","5","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","LISTADO BASICO","47677",
"MEDICAMENTO","","METOCLOPRAMIDA","HABILITADO","3339","false","","","10 MG _","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47678",
"MEDICAMENTO","","FLUCONAZOL","HABILITADO","3341","false","","","150 MG __","COMPRIMIDO","BLISTER X 4","","","","","DONACION","47679",
"MEDICAMENTO","","DIFENILHIDANTOINA","HABILITADO","3343","false","","","250 MG/5 ML __","INYECTABLE","AMPOLLA","","","","","DONACION","47680",
"MEDICAMENTO","","CLENBUTEROL CLORHIDRATO","HABILITADO","3344","false","","","20 MCG _","SOLUCION PARA NEBULIZACION","FRASCO GOTERO","","","","","DONACION","47681",
"MEDICAMENTO","","FLUORESCEINA","HABILITADO","3345","false","","","500 MG /10 ML _","INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47682",
"MEDICAMENTO","","FORMULA COMPLETA PARA RECIEN NACIDO DE BAJO PESO","HABILITADO","3346","false","","","PROTEINA 2,2G/100ML LIPIDOS 4,2G/100ML HC 8,3G/100ML 80 CAL/100ML _","LIQUIDO","FRASCO 250 ML","","","","","DONACION","47683",
"MEDICAMENTO","","DELTAMETRINA","HABILITADO","3347","false","","","20 MG / 60 ML _","LOCION","FRASCO","","","","","DONACION","47684",
"MEDICAMENTO","","ACIDO ALFA LIPOICO","DESHABILITADO","3364","false","","","300 MG __","COMPRIMIDO","BLISTER X 5","","","","","DONACION","47685",
"MEDICAMENTO","","FORMULA POLIMERICA RENAL HIPERPROTEICA (C/DIALISIS)","HABILITADO","3365","false","","","P= 2 A 4 G/100 ML L=22 A 45 G/100G C=40 A 60 G/100G _","LIQUIDO","FRASCO 250 ML","","","","","DONACION","47686",
"MEDICAMENTO","","FORMULA POLIMERICA ESTANDAR P/NUTRICION ENTERAL","HABILITADO","3366","false","","","P=10 A 22 G/100G L= 14 A 49 G/100 G C=30 A 66 G/100 G __","POLVO","FRASCO X 1KG","","","","","DONACION","47687",
"MEDICAMENTO","","FORMULA P/ DIABETICOS P/ NUTRICIÓN ENTERAL","HABILITADO","3367","false","","","P=10 A 22G/100G L=14 A 49G/100G C=27 A 40G/100G _","POLVO","FRASCO X 800 GR","","","","","DONACION","47688",
"MEDICAMENTO","","DICLOFENAC + PAPAINA,    PARACETAMOL","HABILITADO","3368","false","","","50 MG + 10.000 UI, 500 MG _","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47689",
"MEDICAMENTO","","DOMPERIDONA","HABILITADO","3369","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","10 MG _","COMPRIMIDO","BLISTER","A","TRACTO ALIMENTARIO Y METABOLISMO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","LISTADO BASICO","47690",
"MEDICAMENTO","51191601-001","SOLUCION DEXTROSA HIPERTONICA","DESHABILITADO","3370","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","50 %","INYECTABLE","AMPOLLA X 20 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47691",
"MEDICAMENTO","51141506-001","FENOBARBITAL SODICO","HABILITADO","3372","false","SISTEMA NERVIOSO","MEDICAMENTO -ANTIEPILÉPTICOS","200 MG / ML _","INYECTABLE","AMPOLLA","N","SISTEMA NERVIOSO","3","MEDICAMENTO -ANTIEPILÉPTICOS","LISTADO BASICO","47692",
"MEDICAMENTO","41116105-095","ACIDO ACETICO GLACIAL","HABILITADO","3373","false","SISTEMA GENITOURINARIO Y HORMONAS SEXUALES","MEDICAMENTO -ANTIINFECCIOSOS Y ANTISÉPTICOS GINECOLÓGICOS","80 %","SOLUCION","FRASCO 1000ML","G","SISTEMA GENITOURINARIO Y HORMONAS SEXUALES","1","MEDICAMENTO -ANTIINFECCIOSOS Y ANTISÉPTICOS GINECOLÓGICOS","LISTADO BASICO","47693",
"MEDICAMENTO","","METRONIDAZOL","HABILITADO","3375","false","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","MEDICAMENTO -ANTIPROTOZOARIOS","250 MG __","SUSPENSION","FRASCO 100 ML","P","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","1","MEDICAMENTO -ANTIPROTOZOARIOS","LISTADO BASICO","47694",
"MEDICAMENTO","","IODOPOVIDONA","HABILITADO","3377","false","","","10 MG / ML __","SOLUCION","FRASCO 250 ML","","","","","DONACION","47695",
"MEDICAMENTO","","BUPIVACAINA CLORHIDRATO","HABILITADO","3378","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","0,5 %","INYECTABLE","AMPOLLA X 10 ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47696",
"MEDICAMENTO","","GENTAMICINA SULFATO","HABILITADO","3379","false","","","20 MG __","INYECTABLE","AMPOLLA","","","","","DONACION","47697",
"MEDICAMENTO","51171505-010","SIMETICONA","HABILITADO","3384","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","100 MG/ML _","LIQUIDO ORAL","FRASCO X 15 ML","A","TRACTO ALIMENTARIO Y METABOLISMO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","LISTADO BASICO","47698",
"MEDICAMENTO","51142220-001","FENTANILO (CITRATO)","HABILITADO","3385","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","0,05 MG/ML _","INYECTABLE","AMPOLLA X 2 ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47699",
"MEDICAMENTO","","EPINEFRINA","HABILITADO","3388","false","","","1 MG/ML __","LIQUIDO","AMPOLLA","","","","","DONACION","47700",
"MEDICAMENTO","","CEFADROXILO","DESHABILITADO","3389","false","","","250 MG/5 ML __","SUSPENSION EXTEMPORANEO","FRASCO 250 ML","","","","","DONACION","47701",
"MEDICAMENTO","","DOMPERIDONA","HABILITADO","3390","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","4 MG __","INYECTABLE","AMPOLLA X 3 ML","A","TRACTO ALIMENTARIO Y METABOLISMO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","LISTADO BASICO","47702",
"MEDICAMENTO","51151823-001","LABETALOL (CLORHIDRATO)","HABILITADO","3391","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -BETA-BLOQUEANTES","5 MG / ML _","INYECTABLE","AMPOLLA X 4 ML","C","SISTEMA CARDIOVASCULAR","7","MEDICAMENTO -BETA-BLOQUEANTES","LISTADO BASICO","47703",
"MEDICAMENTO","","REMIFENTANILO","HABILITADO","3392","false","",""," 5 MG __","POLVO LIOFILIZADO","AMPOLLA X 10 ML","","","","","DONACION","47704",
"MEDICAMENTO","","FORMULA MODULAR PROTEICA","HABILITADO","3394","false","","","MAYOR A 90 %","POLVO","FRASCO X 275 GR","","","","","DONACION","47705",
"MEDICAMENTO","","FORMULA MODULAR CALORICA","HABILITADO","3395","false","","","MAYOR A 90 %","POLVO","FRASCO X 450 GR","","","","","DONACION","47706",
"MEDICAMENTO","","FORMULA PARA LACTANTE LLAMADA DE INICIO 1 (0 A 6 MESES)","HABILITADO","3396","false","","","670 CAL/L _","POLVO","FRASCO X 1KG","","","","","DONACION","47707",
"MEDICAMENTO","","FORMULA ESTANDAR PARA LACTANTE DE 6 A 12 MESES A BASE DE LECHE DE VACA. CONTINUACION 2 CON HIERRO","HABILITADO","3397","false","","","70 CAL / 100 ML _","LIQUIDO","FRASCO 250 ML","","","","","DONACION","47708",
"MEDICAMENTO","","FORMULA HIPERCALORICA HIPERPROTEICA","HABILITADO","3398","false","","","P=10 A 22 G/100G L= 14 A 49 G/100 G  C=30 A 66 G/100 G   KCAL/ML=1,3 A 2,5 _","LIQUIDO","FRASCO MINIMO 237 ML","","","","","DONACION","47709",
"MEDICAMENTO","","FORMULA POLIMERICA RENAL HIPERPROTEICA (C/DIALISIS)","HABILITADO","3399","false","","","P= 2 A 4 G/100 ML L=22 A 45 G/100G C=40 A 60 G/100G _","LIQUIDO","FRASCO MINIMO 237 ML","","","","","DONACION","47710",
"MEDICAMENTO","51191602-002","SOLUCION ISOTONICA DE CLORURO DE SODIO","HABILITADO","3400","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","0,09 %","INYECTABLE","AMPOLLA X 10 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47711",
"MEDICAMENTO","","MALEATO DE CLORFENIRAMINA + DEXTROMETORFANO + SULFOGUAYACOLATO","HABILITADO","3401","false","","","2MG + 10MG + 300MG _","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47712",
"MEDICAMENTO","","MEBENDAZOL+ TINIDAZOL+TIABENDAZOL","HABILITADO","3402","false","","","200 MG+200MG+300MG _","SUSPENSION","FRASCO","","","","","DONACION","47713",
"MEDICAMENTO","","DIAZEPAM","HABILITADO","3403","false","SISTEMA NERVIOSO","MEDICAMENTO -PSICOLÉPTICOS","10 MG _","COMPRIMIDO","BLISTER X 20","N","SISTEMA NERVIOSO","5","MEDICAMENTO -PSICOLÉPTICOS","LISTADO BASICO","47714",
"MEDICAMENTO","","GENTAMICINA SULFATO","HABILITADO","3404","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","80 MG __","INYECTABLE","AMPOLLA X 2 ML","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47715",
"MEDICAMENTO","","IODOPOVIDONA","HABILITADO","3405","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","7,5 GR/ 100 ML _","JABON LIQUIDO","FCO. OSC. PEAD X 1 L","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47716",
"MEDICAMENTO","","FORMULA HIPERCALORICA HIPERPROTEICA","HABILITADO","3406","false","","","P=10 A 22 G/100G L= 14 A 49 G/100 G  C=30 A 66 G/100 G   KCAL/ML=1,3 A 2,5 _","POLVO","FRASCO MINIMO X 1000 GR","","","","","DONACION","47717",
"MEDICAMENTO","","FORMULA MODULAR PROTEICA","HABILITADO","3407","false","","","MAYOR A 90 %","POLVO","FRASCO MINIMO X 250 GR","","","","","DONACION","47718",
"MEDICAMENTO","51121708-001","ALFAMETILDOPA","HABILITADO","3408","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -ANTIHIPERTENSIVOS","500 MG __","COMPRIMIDO","BLISTER X 5","C","SISTEMA CARDIOVASCULAR","2","MEDICAMENTO -ANTIHIPERTENSIVOS","LISTADO BASICO","47719",
"MEDICAMENTO","","ATROPINA SULFATO","HABILITADO","3409","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","1 MG/1 ML __","INYECTABLE","AMPOLLA X 1 ML","A","TRACTO ALIMENTARIO Y METABOLISMO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","LISTADO BASICO","47720",
"MEDICAMENTO","","ALBENDAZOL","DESHABILITADO","3410","false","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","MEDICAMENTO -ANTIHELMÍNTICOS","400 MG __","COMPRIMIDO","BLISTER X 5","P","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","2","MEDICAMENTO -ANTIHELMÍNTICOS","LISTADO BASICO","47721",
"MEDICAMENTO","","BUPIVACAINA CLORHIDRATO","DESHABILITADO","3411","false","","","5 MG / ML _","INYECTABLE","AMPOLLA X 4 ML","","","","","DONACION","47722",
"MEDICAMENTO","","FORMULA ESTANDAR PARA LACTANTE DE 6 A 12 MESES A BASE DE LECHE DE VACA. CONTINUACION 2 CON HIERRO","HABILITADO","3413","false","","","70 CAL / 100 ML _","POLVO","FRASCO MINIMO X 400 GR","","","","","DONACION","47723",
"MEDICAMENTO","","FORMULA PARA LACTANTE LLAMADA DE SEGUIMIENTO 2 (6 A 12 MESES)","HABILITADO","3414","false","","","670 CAL/L _","POLVO","FRASCO X 800 GR","","","","","DONACION","47724",
"MEDICAMENTO","51181501-001","ACARBOSA","DESHABILITADO","3415","false","","","50 MG __","COMPRIMIDO","CAJA X 30","","","","","DONACION","47725",
"MEDICAMENTO","","HIDROCLOROTIAZIDA","HABILITADO","3416","false","","","50 MG __","COMPRIMIDO","CAJA X 30","","","","","DONACION","47726",
"MEDICAMENTO","","FORMULA PARA LACTANTE LLAMADA DE INICIO 1 (0 A 6 MESES)","HABILITADO","3417","false","","","670 CAL/L _","POLVO","FRASCO X 900 GR","","","","","DONACION","47727",
"MEDICAMENTO","","DINITRATO DE ISOSORBIDE","HABILITADO","3419","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -TERAPIA CARDÍACA"," 5 MG __","COMPRIMIDO","BLISTER X 8","C","SISTEMA CARDIOVASCULAR","1","MEDICAMENTO -TERAPIA CARDÍACA","LISTADO BASICO","47728",
"MEDICAMENTO","","METRONIDAZOL","HABILITADO","3420","false","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","MEDICAMENTO -ANTIPROTOZOARIOS","250 MG __","COMPRIMIDO","POTE X 1000 UNIDADES","P","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","1","MEDICAMENTO -ANTIPROTOZOARIOS","LISTADO BASICO","47729",
"MEDICAMENTO","51171630-001","VASELINA SOLIDA","HABILITADO","3422","false","DERMATOLOGICOS","MEDICAMENTO -EMOLIENTES Y PROTECTORES","","SOLIDA","FRASCO X 1KG","D","DERMATOLOGICOS","2","MEDICAMENTO -EMOLIENTES Y PROTECTORES","LISTADO BASICO","47730",
"MEDICAMENTO","","IODOPOVIDONA","HABILITADO","3423","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","10 %","SOLUCION","FRASCO 250ML","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47731",
"MEDICAMENTO","","LIDOCAINA CLORHIDRATO","HABILITADO","3424","false","","","1 %","INYECTABLE","AMPOLLA X 3 ML","","","","","DONACION","47732",
"MEDICAMENTO","","ENALAPRILATO (ANHIDRO)","HABILITADO","3428","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -ANGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-ANGIOTENSINA","2.5 MG/ML __","INYECTABLE","AMPOLLA X 2 ML","C","SISTEMA CARDIOVASCULAR","9","MEDICAMENTO -ANGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-ANGIOTENSINA","LISTADO BASICO","47733",
"MEDICAMENTO","","AMPICILINA + SULBACTAN","DESHABILITADO","3429","false","","","250MG + 62,5MG/5ML _","SUSPENSION","FRASCO 100ML","","","","","DONACION","47734",
"MEDICAMENTO","","AMPICILINA (SAL SODICA)","DESHABILITADO","3430","false","",""," 500 MG  __","CAPSULA","CAPSULA","","","","","DONACION","47735",
"MEDICAMENTO","","PERMETRINA","HABILITADO","3431","false","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","MEDICAMENTO -ECTOPARASITICIDAS, INCL. ESCABICIDAS, INSECTICIDAS Y REPELENTES","0,05 _","LOCION","FRASCO 60ML","P","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","3","MEDICAMENTO -ECTOPARASITICIDAS, INCL. ESCABICIDAS, INSECTICIDAS Y REPELENTES","LISTADO BASICO","47736",
"MEDICAMENTO","51181704-004","NEOMICINA + POLIMIXINA B + DEXAMETAZONA","HABILITADO","3432","false","","","0,5 MG/ML + 3,5 MG/ML+ 12.000 UI/ML _","SOLUCION OFTALMICA","FRASCO 10ML","","","","","DONACION","47737",
"MEDICAMENTO","","AMBROXOL","DESHABILITADO","3433","false","","","30 MG __","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","47738",
"MEDICAMENTO","51181704-011","TOBRAMICINA + DEXAMETASONA","HABILITADO","3434","false","","","0,3 G + 0,1 G / 100 ML _","SOLUCION OFTALMICA","FRASCO GOTERO X 10 ML","","","","","DONACION","47739",
"MEDICAMENTO","","GLUTARALDEHIDO","HABILITADO","3435","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","2 % _","SOLUCION","BIDON X 5 LITROS","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47740",
"MEDICAMENTO","51142123-002","KETOROLAC","HABILITADO","3436","false","",""," 20 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47741",
"MEDICAMENTO","","PILOCARPINA","HABILITADO","3437","false","","","2 % _","SOLUCION OFTALMICA","FRASCO GOTERO X 10 ML","","","","","DONACION","47742",
"MEDICAMENTO","","MANITOL + CARBOMER","HABILITADO","3438","false","","","1,5 MG _","SOLUCION OFTALMICA","POMO X 5 GR","","","","","DONACION","47743",
"MEDICAMENTO","51101701-005","NITAZOXADINA ANELMIN","HABILITADO","3441","false","","","100 MG _","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47744",
"MEDICAMENTO","","CLORANFENICOL GOTAS","HABILITADO","3443","false","","","25 MG __","SOLUCION OFTALMICA","FRASCO GOTERO X 5 ML","","","","","DONACION","47745",
"MEDICAMENTO","","MICONAZOL + TINIDAZOL","HABILITADO","3444","false","","","100 MG + 150 MG _","OVULO","TIRAS X 10 UNIDAD","","","","","DONACION","47746",
"MEDICAMENTO","","LIDOCAINA CLORHIDRATO + EPINEFRINA","HABILITADO","3445","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","2 % + EPINEFRINA 1:200000 _","INYECTABLE","FRASCO 20ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47747",
"MEDICAMENTO","51151606-002","TROPICAMIDA","HABILITADO","3446","false","","","1 %","SOLUCION OFTALMICA","FRASCO GOTERO X 10 ML","","","","","DONACION","47748",
"MEDICAMENTO","","MICONAZOL NITRATO + BETAMETASONA + GENTAMICINA","HABILITADO","3448","false","","","20 MG + 1 GR + 1GR _","CREMA","POMO X 20 GR","","","","","DONACION","47749",
